Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
The Sound of Silence - Electric Version,Simon & Garfunkel,Sounds Of Silence,Rhythmic Journey,Playlist,USSM16401131,2YplrdHMBoRdnHgMeHEwHm
I'd Come for You,Nickelback,Dark Horse,Rhythmic Journey,Playlist,NLA320888016,1xQZtbipNLyP0e0hihE5F5
Hold Me Now,Red,Release The Panic,Rhythmic Journey,Playlist,USA5W1200396,1TzzdJ7pQ0ZcnecKWwSLM2
Checkmate,Smash Into Pieces,The Apocalypse DJ,Rhythmic Journey,Playlist,SEVWR1401304,0bljmxWf1P3agiPNtuHAnn
Gotta Be Somebody,Nickelback,The New Sound of Rock,Rhythmic Journey,Playlist,NLA321393047,5xiYWerRJXIL7BmBm4hOz5
Home,Nickelback,Feed the Machine,Rhythmic Journey,Playlist,QMRSZ1700239,6vDQ6H2mibcrOqGGyuWiUO
All Quiet on the Mersey Front (feat. The George Martin Orchestra) - Stereo Version; 1997 Remaster,Gerry & The Pacemakers,Ferry Cross The Mersey [Mono And Stereo Version],Rhythmic Journey,Playlist,GBAYE9702811,5L5VwGsaaRBpZiXUw6ZMJj
Pensamientos,Airbag,Al Parecer Todo Ha Sido una Trampa,Rhythmic Journey,Playlist,ARF472100135,1H7ktqkQx1PIuPfNtqvaBs
Lose My Life,Papercut Massacre,If These Scars Could Talk,Rhythmic Journey,Playlist,USWU30900061,2J6qr3pC10jeEg7dSN9YHG
In Another Time,Disturbed,Evolution,Rhythmic Journey,Playlist,USRE11800602,3d6GffGQwHLItzh0q3QXiC
Hear Me Now,Bad Wolves,Disobey,Rhythmic Journey,Playlist,USDPK1800086,5bINaNAghUCg4uHIsuDgjG
Emotionless,Red Sun Rising,Polyester Zeal,Rhythmic Journey,Playlist,USRZR1564905,0uh5m7fyUP1UFN16lgojTN
Rain (2005) - Alternate Single Version,Breaking Benjamin,Breaking Benjamin: Digital Box Set,Rhythmic Journey,Playlist,USHR10521627,77o2Y7nqLWpUtr7PxvcoZz
Shy Away,Twenty One Pilots,Shy Away (Livestream Version),Rhythmic Journey,Playlist,USAT22101330,2wXhvXQ943HcohT0A9iyZ9
Broken Parts,Smash Into Pieces,A New Horizon (Deluxe Edition),Rhythmic Journey,Playlist,QM6N22138229,1HxVSWXrYfk5I1FDogLr06
First Time,Lifehouse,Who We Are,Rhythmic Journey,Playlist,USUM70734087,40Fp6pxcS9l08kL1R50mR4
in your head,cloudyfield,in your head,Rhythmic Journey,Playlist,QZK6Q2521033,5NCnVxcLV3XriDtoygz3TK
Chemical Ride,3 Years Hollow,The Cracks,Rhythmic Journey,Playlist,USQZG1400002,7LZnS0sBGtsknLDfOZ2NuG
The Part That Hurts The Most (Is Me),Thousand Foot Krutch,Welcome To The Masquerade,Rhythmic Journey,Playlist,USTN10900521,0ete13oTmYlKCyDiv7NUXe
Calm Before the Storm,Outrun the Fall,Hollow Point Heroes,Rhythmic Journey,Playlist,usl4r1804756,7nqChZMpHFCW8sZhi1iZFg
Seconds To Save Her,Our Waking Hour,Seconds To Save Her,Rhythmic Journey,Playlist,TCAAY1176475,2nEn8ZIMEfsjn8d2Fdu06q
Learning to Survive,We Came As Romans,Cold Like War,Rhythmic Journey,Playlist,DED831701323,0fr7Nl49mFbf6nXXca6YwO
Overcome,Oceans Divide,Lipstick Lies EP,Rhythmic Journey,Playlist,TCABH1243457,7ym8zoXWpGWo5rHsxIb4PA
Lipstick Lies,Oceans Divide,Lipstick Lies EP,Rhythmic Journey,Playlist,TCABH1243440,1WSIeiaxm5L04nnCvau4rz
Monster You Made,Pop Evil,War Of Angels,Rhythmic Journey,Playlist,USKO11100563,3Sg5j8OsAhk33Jd80xC13K
The Emptiness Machine,Linkin Park,The Emptiness Machine,Rhythmic Journey,Playlist,USWB12403464,2PnlsTsOTLE5jnBnNe2K0A
Fading,Smash Into Pieces,Unbreakable,Rhythmic Journey,Playlist,SEVWR1300111,4HImQEJ2XBQG62o4Kwe80J
The Zephyr Song,Red Hot Chili Peppers,By the Way (Deluxe Edition),Rhythmic Journey,Playlist,USWB10201693,1ndGB6rvxKYN9seCYO1dTF
Perfect Torture,Black Smoke Trigger,Perfect Torture,Rhythmic Journey,Playlist,NZRI12300124,33JeElmQXj6BE3iTNUzq8l
The Middle,Jimmy Eat World,Bleed American,Rhythmic Journey,Playlist,USDW10110256,6GG73Jik4jUlQCkKg9JuGO
Closure,Chevelle,Wonder What's Next (Expanded Edition),Rhythmic Journey,Playlist,USSM10201530,3wwoB2eYeGnuOSuIYqXEdl
No Way Back,Foo Fighters,In Your Honor,Rhythmic Journey,Playlist,USRW30500007,2MKEQhvPb2VaJXjx5X8Yg6
Warrior Inside,Leader,Warrior Inside,Rhythmic Journey,Playlist,USHQA1500001,4STlXjW6sovdM4RyL9l5pP
Sedona Re-Mastered,Daybreak Embrace,Culmination,Rhythmic Journey,Playlist,ushm91968655,6EvK1ugwzn0oB9Eqg5DeUM
Chance,Silent Season,Breaking Me Down,Rhythmic Journey,Playlist,USA561212624,7DMVzq2Y7qxpkPZMpOOEIR
Who We Are,Red,Until We Have Faces,Rhythmic Journey,Playlist,USA5W1000728,3YPWVgir0F518e3d2X4E4w
Rise,Ashes Remain,Let the Light In,Rhythmic Journey,Playlist,QMGVJ1700096,4JoCnSkjGnFjmOq7IOMZyR
Right Here,Ashes Remain,What I've Become,Rhythmic Journey,Playlist,USM2C1100708,0wXEohIdexKOuHDCXhydkM
Keep Me Breathing,Ashes Remain,What I've Become,Rhythmic Journey,Playlist,USM2C1100701,1s1japuDSHylISfMXKcQeN
Lost Within,Fivefold,The Story,Rhythmic Journey,Playlist,USHM21224308,1ri3IjVJKkCw2o7AdIpoVd
The Heart of a Graveyard,Demon Hunter,Extremist,Rhythmic Journey,Playlist,QMGVJ1301228,2OLprWfuCPXoLH31BWufHs
Fading Away,Fivefold,The Story,Rhythmic Journey,Playlist,USHM21224302,1xUsSHETSDKQcpCqhHmAtS
The Otherside,Red Sun Rising,Polyester Zeal,Rhythmic Journey,Playlist,USRZR1564901,3AoSqIShcfu9WMECozFOG1
Invictus,Within Reason,Battlefields Life Love and War,Rhythmic Journey,Playlist,uscgj1772157,08xZtI6aqJJ2vipqBlEnmw
Raining (feat. Adam Gontier),Art Of Dying,Vices And Virtues,Rhythmic Journey,Playlist,USRE11100068,5nvBEiOwIoDHPsYyHLRZeH
Favorite Sin,Within Reason,Bloodshot Life,Rhythmic Journey,Playlist,uscgh0995153,3EKfAHlPfpkGbSWvCwNFWC
Dead Man,We As Human,We As Human,Rhythmic Journey,Playlist,USAT21301292,599aGV5dS9kJCafj15YZeA
Ghost,Rains,Ghost,Rhythmic Journey,Playlist,QMKF62000101,6tWLN1deRCkhw7h3qq8fc3
You Get What You Give,New Radicals,Maybe You've Been Brainwashed Too,Rhythmic Journey,Playlist,USMC19858327,1Cwsd5xI8CajJz795oy4XF
Burn It Down,Added Color,Burn It Down,Rhythmic Journey,Playlist,USHM22506271,4nqAejs4IyvuApHDQI6Gkf
Your Words,Ravenscode,District of Broken Hope,Rhythmic Journey,Playlist,CA9NB1200002,6Hlkb9c433x3Teh1vfQBSg
Crimson Day,Avenged Sevenfold,Hail to the King,Rhythmic Journey,Playlist,USWB11302494,28JSZ4KyzDXnnC2XnJX1db
No Way Out,Ravenscode,District of Broken Hope,Rhythmic Journey,Playlist,CA9NB1200007,6uMh7B63kb624T0xiOTWR3
Heaven and Hell - 2021 Remaster,Black Sabbath,Heaven and Hell (Remastered and Expanded Edition),Rhythmic Journey,Playlist,GB5KW2203521,4Aw1zpG7lTPjNDAABCzWD1
Otherside,Red Hot Chili Peppers,Californication (Deluxe Edition),Rhythmic Journey,Playlist,USWB19900693,64BbK9SFKH2jk86U3dGj2P
The Adults Are Talking,The Strokes,The New Abnormal,Rhythmic Journey,Playlist,USRC11902726,5ruzrDWcT0vuJIOMW7gMnW
Chills,Silver End,Spreading Fire,Rhythmic Journey,Playlist,NOK9L1602040,2Ye4hHjiAFSoMHmqmJEdNo
Bitter End,The Veer Union,Divide the Blackened Sky,Rhythmic Journey,Playlist,CA5IL1100006,52ngXhcqJzGyKVDup7HzGr
Time Is Running Out,Emphatic,Another Life,Rhythmic Journey,Playlist,QMXGT1300049,4bwGnM8DOcleoaoxDGOnOd
"Check Yes, Juliet",We The Kings,We The Kings,Rhythmic Journey,Playlist,USKFE0700003,7N2PNxzZXxCdAHiAfsklhT
Wasted Time,Outrun the Fall,Hollow Point Heroes,Rhythmic Journey,Playlist,usl4r1804747,5fIODFuKNNYvLh0cUj5qtz
Iron Man - 2009 Remaster,Black Sabbath,Paranoid,Rhythmic Journey,Playlist,GBAJE7000085,755bvJDSA3LNcNuFgBT9LK
Californication,Red Hot Chili Peppers,Californication (Deluxe Edition),Rhythmic Journey,Playlist,USWB19900690,48UPSzbZjgc449aqz8bxox
By the Way,Red Hot Chili Peppers,By the Way (Deluxe Edition),Rhythmic Journey,Playlist,USWB10201688,1f2V8U1BiWaC9aJWmpOARe
You Be The Hero,Joan Red,Side Effects of You,Rhythmic Journey,Playlist,USTC70860394,2Me0DQEGfJ0PeWv1EuSHSf
Chemical Ride (Acoustic),3 Years Hollow,"Unplugged, Vol. 1",Rhythmic Journey,Playlist,QMGHG1300002,6i1XYdaoD2KvpTy0PZl5xy
You and I,3 Years Hollow,You and I,Rhythmic Journey,Playlist,TCADQ1813574,23MnE1DejWYCaO581kFK2p
Pressure,Rains,Stories,Rhythmic Journey,Playlist,US9WS1100256,6NPt00XaWeseLF2cL0pSM1
Learn to Fly,Foo Fighters,There Is Nothing Left To Lose,Rhythmic Journey,Playlist,USRW39900002,5OQsiBsky2k2kDKy2bX2eT
Circles,Pierce The Veil,Misadventures,Rhythmic Journey,Playlist,US5261621506,6zUy2nnchfZpzaDalE6sO2
Breathing On My Own,Gravel Switch,Face the Day,Rhythmic Journey,Playlist,usx9p1212784,18dJEgqjSU4WJxC7Y7uptl
Mary On A Cross,Ghost,Seven Inches of Satanic Panic,Rhythmic Journey,Playlist,USC4R1902750,2wBnZdVWa5jVpvYRfGU7rP
Lost in the Crowd,Shinedown,Leave a Whisper (Deluxe Edition),Rhythmic Journey,Playlist,USAT20300837,5hdFn6cVv6cbl2XEUzSNpP
Rain,Creed,Full Circle,Rhythmic Journey,Playlist,USWU30900230,2CIsr5cqDJeWffps0vtNeq
The Things I've Seen,Tremonti,All I Was,Rhythmic Journey,Playlist,USTYW1212005,0zufJqCwu8g5dWTMwlOStR
Buried Alive,Evans Blue,Evans|Blue,Rhythmic Journey,Playlist,US9WS1000031,5o3bx8OGQo7wyXkDjeiJWK
My Ordinary World,The Exies,A Modern Way of Living With The Truth,Rhythmic Journey,Playlist,USDPK0715009,13rsnMsov5qXRdNxQF48D5
The Future in the End,Evans Blue,Evans|Blue,Rhythmic Journey,Playlist,US9WS1000033,7w0pTiVD5dN9DLQAssPYY9
Fly from the Inside,Shinedown,Leave a Whisper (Deluxe Edition),Rhythmic Journey,Playlist,USAT20202694,6kPDxVwJH5YtKeytA2rA6M
My Muse,Red Sun Rising,Polyester Zeal,Rhythmic Journey,Playlist,USRZR1564904,1lwrqwftAeIeqxAHgn7nQw
Who We Are,NOTHING MORE,The Stories We Tell Ourselves,Rhythmic Journey,Playlist,USDPK1700147,6M4o1Grw4bPihDe4HNbkki
Memo,Nine Lashes,World We View,Rhythmic Journey,Playlist,USTN11100075,3Rv3RUzjZXN1EmMHOUZWiR
What Have You Done,Plan Three,Screaming Our Sins,Rhythmic Journey,Playlist,SEWLR0900407,2yJcLkz9wCjAlxH9qka12l
Brush it Off,Plan Three,Screaming Our Sins,Rhythmic Journey,Playlist,SEWLR0900404,55vThlUwP4JAqEd8fr9Hnn
Reach,Lo-Pro,Lo-Pro,Rhythmic Journey,Playlist,USIR10312096,6U3fEqtH6EmBLcVKXVA9Rd
Proof,Tremonti,All I Was,Rhythmic Journey,Playlist,USTYW1212009,4seoigHweiH7ARkPG6nlm6
Passing Ships,Throw The Fight,Transmissions,Rhythmic Journey,Playlist,US3441604707,7n2ovJQ5hDX9wScd9aBL6N
En El Muelle de San Blas,Man�,Sue�os L�quidos,Rhythmic Journey,Playlist,MXF159700100,0mvocLIWUnT10znvIXwHGr
The Dark of You,Breaking Benjamin,Ember,Rhythmic Journey,Playlist,USHR11738190,7egnrHJAANlNymbrmQNKcG
This Is Why We Can't Have Nice Things,Taylor Swift,reputation,Rhythmic Journey,Playlist,USCJY1750014,07NxDD1iKCHbAldceD7QLP
Give Me A Sign,Breaking Benjamin,Dear Agony,Rhythmic Journey,Playlist,USHR10924587,6BWrIaoodtt7EX6kToWZw0
"Who Wants To Live Forever - Queen Cover, New Mix",Breaking Benjamin,Shallow Bay: The Best Of Breaking Benjamin Deluxe Edition (Explicit),Rhythmic Journey,Playlist,USHR11132849,5FAk6VBeHSabUTstA0dGR4
"Enjoy The Silence - Depeche Mode Cover, Previously Unreleased",Breaking Benjamin,Shallow Bay: The Best Of Breaking Benjamin Deluxe Edition (Explicit),Rhythmic Journey,Playlist,USHR11132855,4uHTK7MFDWI39tEnJx8cnh
